Zone,Parameter1,Parameter2,Correlation,Abs_Correlation,Strength
10,Dissolved Oxygen (mg/L),Salinity (psu),-0.1492746795055692,0.1492746795055692,Very Weak
10,E. coli (cfu/100mL),Turbidity (NTU),0.011710130906529169,0.011710130906529169,Very Weak
10,E. coli (cfu/100mL),pH,-0.03630087381125323,0.03630087381125323,Very Weak
10,E. coli (cfu/100mL),Temperature (°C),-0.01600230247715562,0.01600230247715562,Very Weak
10,E. coli (cfu/100mL),Salinity (psu),-0.03588267679255227,0.03588267679255227,Very Weak
10,Turbidity (NTU),pH,-0.06333942644419226,0.06333942644419226,Very Weak
10,Turbidity (NTU),Temperature (°C),0.040596824002611366,0.040596824002611366,Very Weak
10,Turbidity (NTU),Salinity (psu),0.041955804489890204,0.041955804489890204,Very Weak
10,pH,Temperature (°C),0.08129666673442572,0.08129666673442572,Very Weak
10,pH,Salinity (psu),-0.13638762358807824,0.13638762358807824,Very Weak
10,Temperature (°C),Salinity (psu),-0.4646908998148401,0.4646908998148401,Moderate
